"Proj","Pop","Treat","Isol","Rep_Well","Media","Time","Temp_C","OD600","cfu_ml"
"7x","A","L","C","1","100","5400","30.7",0.1238,130878211.396502
"7x","A","L","C","1","100","6300","30.7",0.1239,131218673.431179
"7x","A","L","C","1","100","7200","30.7",0.1245,133261445.639237
"7x","A","L","C","1","100","8100","30.7",0.1272,142453920.575501
"7x","A","L","C","1","100","9000","30.7",0.1297,150965471.442411
"7x","A","L","C","1","100","9900","30.6",0.1366,174457351.835084
"7x","A","L","C","1","100","10800","30.6",0.1452,203737086.817256
"7x","A","L","C","1","100","11700","30.6",0.1544,235059594.007487
"7x","A","L","C","1","100","12600","30.6",0.1656,273191341.891245
"7x","A","L","C","1","100","13500","30.6",0.1851,339581438.653147
"7x","A","L","C","1","100","14400","30.6",0.2139,437634504.639955
"7x","A","L","C","1","100","15300","30.6",0.2397,525473709.586471
"7x","A","L","C","1","100","16200","30.7",0.2774,653827896.659481
"7x","A","L","C","1","100","17100","30.7",0.3245,814185514.992074
"7x","A","L","C","1","100","18000","30.7",0.3818,1009270260.86166
"7x","A","L","C","1","100","18900","30.7",0.4454,1225804114.91586
"7x","A","L","C","1","100","19800","30.8",0.5181,1473320014.12562
"7x","A","L","C","1","100","20700","30.8",0.5726,1658871823.02427
"7x","A","L","C","1","100","21600","30.8",0.6256,1839316701.40277
"7x","A","L","C","1","100","22500","30.7",0.6546,1938050691.45893
"7x","A","L","C","1","100","23400","30.7",0.6889,2054829169.35294
"7x","A","L","C","1","100","24300","30.7",0.7138,2139604215.98737
"7x","A","L","C","1","100","25200","30.7",0.7393,2226422034.82986
"7x","A","L","C","1","100","26100","30.7",0.7618,2303025992.63205
"7x","A","L","C","1","100","27000","30.7",0.7849,2381672722.6423
"7x","A","L","C","1","100","27900","30.7",0.8087,2462702686.89529
"7x","A","L","C","1","100","28800","30.7",0.8306,2537263872.48943
"7x","A","L","C","1","100","29700","30.7",0.8535,2615229678.43033
"7x","A","L","C","1","100","30600","30.7",0.8774,2696600104.71799
"7x","A","L","C","1","100","31500","30.7",0.8951,2756861884.85572
"7x","A","L","C","1","100","32400","30.7",0.9243,2856276798.98123
"7x","A","L","C","1","100","33300","30.7",0.9534,2955351251.07207
"7x","A","L","C","1","100","34200","30.7",0.9794,3043871380.08794
"7x","A","L","C","1","100","35100","30.7",1.0141,3162011706.12065
"7x","A","L","C","1","100","36000","30.7",1.0485,3279130646.04934
"7x","A","L","C","1","100","36900","30.7",1.0798,3385695262.90306
"7x","A","L","C","1","100","37800","30.7",1.1071,3478641398.36972
"7x","A","L","C","1","100","38700","30.7",1.1354,3574992154.18315
"7x","A","L","C","1","100","39600","30.7",1.1607,3661129048.95628
"7x","A","L","C","1","100","40500","30.7",1.1834,3738413930.82783
"7x","A","L","C","1","100","41400","30.7",1.2052,3812634654.38729
"7x","A","L","C","1","100","42300","30.7",1.2251,3880386599.2879
"7x","A","L","C","1","100","43200","30.7",1.2458,3950862240.46591
"7x","A","L","C","1","100","44100","30.7",1.262,4006017090.08349
"7x","A","L","C","1","100","45000","30.7",1.2786,4062533787.83978
"7x","A","L","C","1","100","45900","30.7",1.2955,4120071871.70009
"7x","A","L","C","1","100","46800","30.7",1.3098,4168757942.65882
"7x","A","L","C","1","100","47700","30.7",1.3239,4216763089.5482
"7x","A","L","C","1","100","48600","30.7",1.3337,4250128368.94649
"7x","A","L","C","1","100","49500","30.7",1.3439,4284855496.48348
"7x","A","L","C","1","100","50400","30.7",1.3537,4318220775.88177
"7x","A","L","C","1","100","51300","30.7",1.3665,4361799916.32035
"7x","A","L","C","1","100","52200","30.7",1.3766,4396186581.82267
"7x","A","L","C","1","100","53100","30.7",1.3894,4439765722.26125
"7x","A","L","C","1","100","54000","30.7",1.4012,4479940242.35307
"7x","A","L","C","1","100","54900","30.7",1.4137,4522497996.68762
"7x","A","L","C","1","100","55800","30.7",1.4236,4556203738.12059
"7x","A","L","C","1","100","56700","30.7",1.4309,4581057466.65197
"7x","A","L","C","1","100","57600","30.7",1.4418,4618167828.43169
"7x","A","L","C","1","100","58500","30.7",1.4511,4649830797.6566
"7x","A","L","C","1","100","59400","30.7",1.4589,4676386836.36136
"7x","A","L","C","1","100","60300","30.7",1.4659,4700219178.78871
"7x","A","L","C","1","100","61200","30.7",1.4761,4734946306.32571
"7x","A","L","C","1","100","62100","30.7",1.4841,4762183269.09982
"7x","A","L","C","1","100","63000","30.8",1.4891,4779206370.83364
"7x","A","L","C","2","100","0","30.6",0.1028,59381184.1144547
"7x","A","L","C","2","100","900","30.3",0.1268,141092072.436795
"7x","A","L","C","2","100","1800","30.5",0.1289,148241775.165
"7x","A","L","C","2","100","2700","30.6",0.1281,145518078.887588
"7x","A","L","C","2","100","3600","30.7",0.127,141772996.506148
"7x","A","L","C","2","100","4500","30.7",0.1222,125430818.84168
"7x","A","L","C","2","100","5400","30.7",0.123,128154515.119091
"7x","A","L","C","2","100","6300","30.7",0.1235,129856825.292473
"7x","A","L","C","2","100","7200","30.7",0.125,134963755.81262
"7x","A","L","C","2","100","8100","30.7",0.1292,149263161.269029
"7x","A","L","C","2","100","9000","30.7",0.133,162200718.586733
"7x","A","L","C","2","100","9900","30.6",0.1394,183990288.806024
"7x","A","L","C","2","100","10800","30.6",0.1427,195225535.950346
"7x","A","L","C","2","100","11700","30.6",0.1501,220419726.516401
"7x","A","L","C","2","100","12600","30.6",0.1619,260594246.608218
"7x","A","L","C","2","100","13500","30.6",0.1794,320175102.676591
"7x","A","L","C","2","100","14400","30.6",0.2059,410397541.865842
"7x","A","L","C","2","100","15300","30.6",0.2285,487341961.702712
"7x","A","L","C","2","100","16200","30.7",0.2625,603099053.492695
"7x","A","L","C","2","100","17100","30.7",0.3927,1046380622.64139
"7x","A","L","C","2","100","18000","30.7",0.3669,958541417.694875
"7x","A","L","C","2","100","18900","30.7",0.4594,1273468799.77056
"7x","A","L","C","2","100","19800","30.8",0.5525,1590438954.05431
"7x","A","L","C","2","100","20700","30.8",0.5553,1599971891.02525
"7x","A","L","C","2","100","21600","30.8",0.6414,1893109702.88164
"7x","A","L","C","2","100","22500","30.7",0.6709,1993546003.11119
"7x","A","L","C","2","100","23400","30.7",0.6856,2043593922.20862
"7x","A","L","C","2","100","24300","30.7",0.7105,2128368968.84305
"7x","A","L","C","2","100","25200","30.7",0.7345,2210079857.16539
"7x","A","L","C","2","100","26100","30.7",0.7531,2273405795.6152
"7x","A","L","C","2","100","27000","30.7",0.7771,2355116683.93754
"7x","A","L","C","2","100","27900","30.7",0.8029,2442955888.88406
"7x","A","L","C","2","100","28800","30.7",0.8234,2512750605.99272
"7x","A","L","C","2","100","29700","30.7",0.8461,2590035487.86427
"7x","A","L","C","2","100","30600","30.7",0.8718,2677534230.77611
"7x","A","L","C","2","100","31500","30.7",0.8888,2735412776.6711
"7x","A","L","C","2","100","32400","30.7",0.9151,2824954291.791
"7x","A","L","C","2","100","33300","30.7",0.9455,2928454750.33263
"7x","A","L","C","2","100","34200","30.7",0.9725,3020379499.69526
"7x","A","L","C","2","100","35100","30.7",1.0042,3128305964.68769
"7x","A","L","C","2","100","36000","30.7",1.0361,3236913353.74947
"7x","A","L","C","2","100","36900","30.7",1.0716,3357777376.05959
"7x","A","L","C","2","100","37800","30.7",1.1027,3463661068.84396
"7x","A","L","C","2","100","38700","30.7",1.1293,3554223970.06789
"7x","A","L","C","2","100","39600","30.7",1.1565,3646829643.49987
"7x","A","L","C","2","100","40500","30.7",1.1808,3729561917.92624
"7x","A","L","C","2","100","41400","30.7",1.2033,3806165875.72844
"7x","A","L","C","2","100","42300","30.7",1.2243,3877662903.01048
"7x","A","L","C","2","100","43200","30.7",1.2438,3944052999.77239
"7x","A","L","C","2","100","44100","30.7",1.2627,4008400324.32623
"7x","A","L","C","2","100","45000","30.7",1.2796,4065938408.18654
"7x","A","L","C","2","100","45900","30.7",1.2955,4120071871.70009
"7x","A","L","C","2","100","46800","30.7",1.3108,4172162563.00559
"7x","A","L","C","2","100","47700","30.7",1.3246,4219146323.79093
"7x","A","L","C","2","100","48600","30.7",1.3364,4259320843.88275
"7x","A","L","C","2","100","49500","30.7",1.3464,4293367047.35039
"7x","A","L","C","2","100","50400","30.7",1.3555,4324349092.50595
"7x","A","L","C","2","100","51300","30.7",1.3685,4368609157.01388
"7x","A","L","C","2","100","52200","30.7",1.3769,4397207967.9267
"7x","A","L","C","2","100","53100","30.7",1.3898,4441127570.39996
"7x","A","L","C","2","100","54000","30.7",1.402,4482663938.63048
"7x","A","L","C","2","100","54900","30.7",1.413,4520114762.44489
"7x","A","L","C","2","100","55800","30.7",1.4241,4557906048.29397
"7x","A","L","C","2","100","56700","30.7",1.4333,4589228555.4842
"7x","A","L","C","2","100","57600","30.7",1.4441,4625998455.22925
"7x","A","L","C","2","100","58500","30.7",1.4529,4655959114.28078
"7x","A","L","C","2","100","59400","30.7",1.4602,4680812842.81215
"7x","A","L","C","2","100","60300","30.7",1.4677,4706347495.41289
"7x","A","L","C","2","100","61200","30.7",1.4758,4733924920.22168
"7x","A","L","C","2","100","62100","30.7",1.4822,4755714490.44097
"7x","A","L","C","2","100","63000","30.8",1.4898,4781589605.07638
"7x","C","L","C","1","100","0","30.6",0.101,53252867.4902791
"7x","C","L","C","1","100","900","30.3",0.1422,193523225.776963
"7x","C","L","C","1","100","1800","30.5",0.1424,194204149.846316
"7x","C","L","C","1","100","2700","30.6",0.1367,174797813.86976
"7x","C","L","C","1","100","3600","30.7",0.1342,166286263.00285
"7x","C","L","C","1","100","4500","30.7",0.137,175819199.97379
"7x","C","L","C","1","100","5400","30.7",0.1334,163562566.725439
"7x","C","L","C","1","100","6300","30.7",0.1324,160157946.378674
"7x","C","L","C","1","100","7200","30.7",0.1357,171393193.522996
"7x","C","L","C","1","100","8100","30.7",0.134,165605338.933497
"7x","C","L","C","1","100","9000","30.7",0.1384,180585668.45926
"7x","C","L","C","1","100","9900","30.6",0.1474,211227251.580137
"7x","C","L","C","1","100","10800","30.6",0.1558,239826062.492956
"7x","C","L","C","1","100","11700","30.6",0.1643,268765335.440452
"7x","C","L","C","1","100","12600","30.6",0.1786,317451406.39918
"7x","C","L","C","1","100","13500","30.6",0.2063,411759390.004548
"7x","C","L","C","1","100","14400","30.6",0.2193,456019454.512482
"7x","C","L","C","1","100","15300","30.6",0.2492,557817602.880731
"7x","C","L","C","1","100","16200","30.7",0.2901,697066575.063386
"7x","C","L","C","1","100","17100","30.7",0.3612,939135081.718319
"7x","C","L","C","1","100","18000","30.7",0.4042,1085533756.62918
"7x","C","L","C","1","100","18900","30.7",0.5685,1644912879.60253
"7x","C","L","C","1","100","19800","30.8",0.5412,1551966744.13587
"7x","C","L","C","1","100","20700","30.8",0.6021,1759308123.25381
"7x","C","L","C","1","100","21600","30.8",0.6442,1902642639.85258
"7x","C","L","C","1","100","22500","30.7",0.7014,2097386923.68749
"7x","C","L","C","1","100","23400","30.7",0.714,2140285140.05672
"7x","C","L","C","1","100","24300","30.7",0.7425,2237316819.9395
"7x","C","L","C","1","100","25200","30.7",0.7804,2366351931.08186
"7x","C","L","C","1","100","26100","30.7",0.811,2470533313.69285
"7x","C","L","C","1","100","27000","30.7",0.8444,2584247633.27477
"7x","C","L","C","1","100","27900","30.7",0.8707,2673789148.39467
"7x","C","L","C","1","100","28800","30.7",0.9016,2778991917.10968
"7x","C","L","C","1","100","29700","30.7",0.9256,2860702805.43202
"7x","C","L","C","1","100","30600","30.7",0.9486,2939009073.4076
"7x","C","L","C","1","100","31500","30.7",0.9762,3032976594.97829
"7x","C","L","C","1","100","32400","30.7",1.006,3134434281.31186
"7x","C","L","C","1","100","33300","30.7",1.033,3226359030.6745
"7x","C","L","C","1","100","34200","30.7",1.061,3321688400.38389
"7x","C","L","C","1","100","35100","30.7",1.0865,3408506219.22638
"7x","C","L","C","1","100","36000","30.7",1.1169,3512006677.76801
"7x","C","L","C","1","100","36900","30.7",1.1415,3595760338.29841
"7x","C","L","C","1","100","37800","30.7",1.1669,3682237695.10622
"7x","C","L","C","1","100","38700","30.7",1.1897,3759863039.01244
"7x","C","L","C","1","100","39600","30.7",1.2105,3830679142.22514
"7x","C","L","C","1","100","40500","30.7",1.2302,3897750163.05639
"7x","C","L","C","1","100","41400","30.7",1.2492,3962437949.64491
"7x","C","L","C","1","100","42300","30.7",1.2672,4023721115.88667
"7x","C","L","C","1","100","43200","30.7",1.2833,4078535503.46957
"7x","C","L","C","1","100","44100","30.7",1.2981,4128923884.60168
"7x","C","L","C","1","100","45000","30.7",1.3123,4177269493.52573
"7x","C","L","C","1","100","45900","30.7",1.3266,4225955564.48446
"7x","C","L","C","1","100","46800","30.7",1.3376,4263406388.29887
"7x","C","L","C","1","100","47700","30.7",1.3468,4294728895.4891
"7x","C","L","C","1","100","48600","30.7",1.3572,4330136947.09544
"7x","C","L","C","1","100","49500","30.7",1.3681,4367247308.87517
"7x","C","L","C","1","100","50400","30.7",1.3794,4405719518.79361
"7x","C","L","C","1","100","51300","30.7",1.3927,4451000969.40557
"7x","C","L","C","1","100","52200","30.7",1.4032,4486749483.0466
"7x","C","L","C","1","100","53100","30.7",1.4123,4517731528.20215
"7x","C","L","C","1","100","54000","30.7",1.4214,4548713573.35771
"7x","C","L","C","1","100","54900","30.7",1.4308,4580717004.61729
"7x","C","L","C","1","100","55800","30.7",1.4412,4616125056.22364
"7x","C","L","C","1","100","56700","30.7",1.4466,4634510006.09616
"7x","C","L","C","1","100","57600","30.7",1.4535,4658001886.48884
"7x","C","L","C","1","100","58500","30.7",1.4596,4678770070.6041
"7x","C","L","C","1","100","59400","30.7",1.4673,4704985647.27418
"7x","C","L","C","1","100","60300","30.7",1.4725,4722689673.07735
"7x","C","L","C","1","100","61200","30.7",1.4791,4745160167.366
"7x","C","L","C","1","100","62100","30.7",1.487,4772056668.10544
"7x","C","L","C","1","100","63000","30.8",1.491,4785675149.49249
"7x","C","L","C","2","100","0","30.6",0.1106,85937222.8192153
"7x","C","L","C","2","100","900","30.3",0.1437,198630156.29711
"7x","C","L","C","2","100","1800","30.5",0.1432,196927846.123728
"7x","C","L","C","2","100","2700","30.6",0.1424,194204149.846316
"7x","C","L","C","2","100","3600","30.7",0.1405,187735371.187464
"7x","C","L","C","2","100","4500","30.7",0.139,182628440.667318
"7x","C","L","C","2","100","5400","30.7",0.137,175819199.97379
"7x","C","L","C","2","100","6300","30.7",0.1359,172074117.592349
"7x","C","L","C","2","100","7200","30.7",0.1358,171733655.557673
"7x","C","L","C","2","100","8100","30.7",0.136,172414579.627026
"7x","C","L","C","2","100","9000","30.7",0.1417,191820915.603581
"7x","C","L","C","2","100","9900","30.6",0.149,216674644.13496
"7x","C","L","C","2","100","10800","30.6",0.1581,247656689.290514
"7x","C","L","C","2","100","11700","30.6",0.1739,301449690.769388
"7x","C","L","C","2","100","12600","30.6",0.1844,337198204.410412
"7x","C","L","C","2","100","13500","30.6",0.2099,424016023.252899
"7x","C","L","C","2","100","14400","30.6",0.227,482235031.182566
"7x","C","L","C","2","100","15300","30.6",0.2575,586075951.758874
"7x","C","L","C","2","100","16200","30.7",0.2938,709663670.346413
"7x","C","L","C","2","100","17100","30.7",0.3521,908153036.562765
"7x","C","L","C","2","100","18000","30.7",0.4223,1147157384.90561
"7x","C","L","C","2","100","18900","30.7",0.6228,1829783764.43183
"7x","C","L","C","2","100","19800","30.8",0.5732,1660914595.23233
"7x","C","L","C","2","100","20700","30.8",0.6151,1803568187.76175
"7x","C","L","C","2","100","21600","30.8",0.6659,1976522901.37737
"7x","C","L","C","2","100","22500","30.7",0.7064,2114410025.42132
"7x","C","L","C","2","100","23400","30.7",0.7275,2186247514.73804
"7x","C","L","C","2","100","24300","30.7",0.7572,2287364739.03694
"7x","C","L","C","2","100","25200","30.7",0.7975,2424570939.01153
"7x","C","L","C","2","100","26100","30.7",0.8244,2516155226.33949
"7x","C","L","C","2","100","27000","30.7",0.8571,2627486311.67868
"7x","C","L","C","2","100","27900","30.7",0.8875,2730986770.22031
"7x","C","L","C","2","100","28800","30.7",0.9127,2816783202.95877
"7x","C","L","C","2","100","29700","30.7",0.9381,2903260559.76658
"7x","C","L","C","2","100","30600","30.7",0.9646,2993482998.95583
"7x","C","L","C","2","100","31500","30.7",0.9921,3087110058.49184
"7x","C","L","C","2","100","32400","30.7",1.0208,3184822662.44397
"7x","C","L","C","2","100","33300","30.7",1.0475,3275726025.70258
"7x","C","L","C","2","100","34200","30.7",1.0743,3366969850.99586
"7x","C","L","C","2","100","35100","30.7",1.1012,3458554138.32381
"7x","C","L","C","2","100","36000","30.7",1.1296,3555245356.17192
"7x","C","L","C","2","100","36900","30.7",1.1545,3640020402.80635
"7x","C","L","C","2","100","37800","30.7",1.1807,3729221455.89157
"7x","C","L","C","2","100","38700","30.7",1.2028,3804463565.55506
"7x","C","L","C","2","100","39600","30.7",1.2227,3872215510.45566
"7x","C","L","C","2","100","40500","30.7",1.2428,3940648379.42562
"7x","C","L","C","2","100","41400","30.7",1.2614,4003974317.87544
"7x","C","L","C","2","100","42300","30.7",1.278,4060491015.63172
"7x","C","L","C","2","100","43200","30.7",1.2942,4115645865.2493
"7x","C","L","C","2","100","44100","30.7",1.3087,4165012860.27738
"7x","C","L","C","2","100","45000","30.7",1.3229,4213358469.20143
"7x","C","L","C","2","100","45900","30.7",1.3359,4257618533.70937
"7x","C","L","C","2","100","46800","30.7",1.3456,4290643351.07298
"7x","C","L","C","2","100","47700","30.7",1.3561,4326391864.714
"7x","C","L","C","2","100","48600","30.7",1.3651,4357033447.83488
"7x","C","L","C","2","100","49500","30.7",1.3776,4399591202.16943
"7x","C","L","C","2","100","50400","30.7",1.3899,4441468032.43463
"7x","C","L","C","2","100","51300","30.7",1.4015,4480961628.4571
"7x","C","L","C","2","100","52200","30.7",1.4113,4514326907.85539
"7x","C","L","C","2","100","53100","30.7",1.4202,4544628028.94159
"7x","C","L","C","2","100","54000","30.7",1.4312,4582078852.75599
"7x","C","L","C","2","100","54900","30.7",1.4385,4606932581.28737
"7x","C","L","C","2","100","55800","30.7",1.4471,4636212316.26954
"7x","C","L","C","2","100","56700","30.7",1.4544,4661066044.80092
"7x","C","L","C","2","100","57600","30.7",1.4629,4690005317.74842
"7x","C","L","C","2","100","58500","30.7",1.4686,4709411653.72497
"7x","C","L","C","2","100","59400","30.7",1.4735,4726094293.42412
"7x","C","L","C","2","100","60300","30.7",1.4788,4744138781.26197
"7x","C","L","C","2","100","61200","30.7",1.4879,4775120826.41752
"7x","C","L","C","2","100","62100","30.7",1.4933,4793505776.29005
"7x","C","L","C","2","100","63000","30.8",1.4982,4810188415.98919
"7x","E","C","C","1","100","0","30.6",0.1024,58019335.975749
"7x","E","C","C","1","100","900","30.3",0.1249,134623293.777943
"7x","E","C","C","1","100","1800","30.5",0.1203,118962040.182828
"7x","E","C","C","1","100","2700","30.6",0.1189,114195571.697358
"7x","E","C","C","1","100","3600","30.7",0.1187,113514647.628005
"7x","E","C","C","1","100","4500","30.7",0.1194,115897881.87074
"7x","E","C","C","1","100","5400","30.7",0.1198,117259730.009446
"7x","E","C","C","1","100","6300","30.7",0.1198,117259730.009446
"7x","E","C","C","1","100","7200","30.7",0.1208,120664350.35621
"7x","E","C","C","1","100","8100","30.7",0.1225,126452204.945709
"7x","E","C","C","1","100","9000","30.7",0.1257,137346990.055354
"7x","E","C","C","1","100","9900","30.6",0.131,155391477.893205
"7x","E","C","C","1","100","10800","30.6",0.1355,170712269.453643
"7x","E","C","C","1","100","11700","30.6",0.1421,193182763.742287
"7x","E","C","C","1","100","12600","30.6",0.1483,214291409.892225
"7x","E","C","C","1","100","13500","30.6",0.1542,234378669.938134
"7x","E","C","C","1","100","14400","30.6",0.169,284767051.070244
"7x","E","C","C","1","100","15300","30.6",0.1822,329708039.647531
"7x","E","C","C","1","100","16200","30.7",0.1974,381458268.918346
"7x","E","C","C","1","100","17100","30.7",0.2116,429803877.842398
"7x","E","C","C","1","100","18000","30.7",0.2475,552029748.291232
"7x","E","C","C","1","100","18900","30.7",0.2853,680724397.398918
"7x","E","C","C","1","100","19800","30.8",0.3253,816909211.269485
"7x","E","C","C","1","100","20700","30.8",0.3841,1017100887.65922
"7x","E","C","C","1","100","21600","30.8",0.4662,1296620218.12856
"7x","E","C","C","1","100","22500","30.7",0.5239,1493066812.13685
"7x","E","C","C","1","100","23400","30.7",0.5821,1691215716.31853
"7x","E","C","C","1","100","24300","30.7",0.6188,1816165283.04477
"7x","E","C","C","1","100","25200","30.7",0.6547,1938391153.49361
"7x","E","C","C","1","100","26100","30.7",0.6965,2080704283.98835
"7x","E","C","C","1","100","27000","30.7",0.7132,2137561443.77931
"7x","E","C","C","1","100","27900","30.7",0.7274,2185907052.70336
"7x","E","C","C","1","100","28800","30.7",0.7453,2246849756.91044
"7x","E","C","C","1","100","29700","30.7",0.7622,2304387840.77076
"7x","E","C","C","1","100","30600","30.7",0.7822,2372480247.70604
"7x","E","C","C","1","100","31500","30.7",0.8061,2453850673.9937
"7x","E","C","C","1","100","32400","30.7",0.8287,2530795093.83057
"7x","E","C","C","1","100","33300","30.7",0.853,2613527368.25694
"7x","E","C","C","1","100","34200","30.7",0.8754,2689790864.02446
"7x","E","C","C","1","100","35100","30.7",0.9022,2781034689.31774
"7x","E","C","C","1","100","36000","30.7",0.9268,2864788349.84814
"7x","E","C","C","1","100","36900","30.7",0.9525,2952287092.75998
"7x","E","C","C","1","100","37800","30.7",0.9792,3043190456.01858
"7x","E","C","C","1","100","38700","30.7",1.0084,3142605370.1441
"7x","E","C","C","1","100","39600","30.7",1.0329,3226018568.63982
"7x","E","C","C","1","100","40500","30.7",1.0612,3322369324.45325
"7x","E","C","C","1","100","41400","30.7",1.0865,3408506219.22638
"7x","E","C","C","1","100","42300","30.7",1.1155,3507240209.28254
"7x","E","C","C","1","100","43200","30.7",1.1434,3602229116.95726
"7x","E","C","C","1","100","44100","30.7",1.167,3682578157.1409
"7x","E","C","C","1","100","45000","30.7",1.1911,3764629507.49791
"7x","E","C","C","1","100","45900","30.7",1.2142,3843276237.50817
"7x","E","C","C","1","100","46800","30.7",1.2311,3900814321.36848
"7x","E","C","C","1","100","47700","30.7",1.2516,3970609038.47715
"7x","E","C","C","1","100","48600","30.7",1.2663,4020656957.57458
"7x","E","C","C","1","100","49500","30.7",1.2841,4081259199.74698
"7x","E","C","C","1","100","50400","30.7",1.2988,4131307118.84442
"7x","E","C","C","1","100","51300","30.7",1.3136,4181695499.97653
"7x","E","C","C","1","100","52200","30.7",1.3267,4226296026.51914
"7x","E","C","C","1","100","53100","30.7",1.3342,4251830679.11987
"7x","E","C","C","1","100","54000","30.7",1.3447,4287579192.76089
"7x","E","C","C","1","100","54900","30.7",1.3512,4309709225.01486
"7x","E","C","C","1","100","55800","30.7",1.367,4363502226.49373
"7x","E","C","C","1","100","56700","30.7",1.3759,4393803347.57993
"7x","E","C","C","1","100","57600","30.7",1.3855,4426487702.90887
"7x","E","C","C","1","100","58500","30.7",1.3989,4472109615.55551
"7x","E","C","C","1","100","59400","30.7",1.4077,4502070274.60704
"7x","E","C","C","1","100","60300","30.7",1.4153,4527945389.24244
"7x","E","C","C","1","100","61200","30.7",1.4239,4557225124.22462
"7x","E","C","C","1","100","62100","30.7",1.4339,4591271327.69226
"7x","E","C","C","1","100","63000","30.8",1.4418,4618167828.43169
"7x","E","C","C","2","100","0","30.6",0.0983,44060392.5540158
"7x","E","C","C","2","100","900","30.3",0.1225,126452204.945709
"7x","E","C","C","2","100","1800","30.5",0.1204,119302502.217504
"7x","E","C","C","2","100","2700","30.6",0.1173,108748179.142535
"7x","E","C","C","2","100","3600","30.7",0.1155,102619862.51836
"7x","E","C","C","2","100","4500","30.7",0.1156,102960324.553036
"7x","E","C","C","2","100","5400","30.7",0.1163,105343558.795771
"7x","E","C","C","2","100","6300","30.7",0.1188,113855109.662682
"7x","E","C","C","2","100","7200","30.7",0.1198,117259730.009446
"7x","E","C","C","2","100","8100","30.7",0.1213,122366660.529592
"7x","E","C","C","2","100","9000","30.7",0.1243,132580521.569885
"7x","E","C","C","2","100","9900","30.6",0.1289,148241775.165
"7x","E","C","C","2","100","10800","30.6",0.1355,170712269.453643
"7x","E","C","C","2","100","11700","30.6",0.14,186033061.014082
"7x","E","C","C","2","100","12600","30.6",0.1467,208844017.337402
"7x","E","C","C","2","100","13500","30.6",0.156,240506986.562309
"7x","E","C","C","2","100","14400","30.6",0.166,274553190.029951
"7x","E","C","C","2","100","15300","30.6",0.1777,314387248.087092
"7x","E","C","C","2","100","16200","30.7",0.1896,354902230.213586
"7x","E","C","C","2","100","17100","30.7",0.2027,399502756.756196
"7x","E","C","C","2","100","18000","30.7",0.2309,495513050.534946
"7x","E","C","C","2","100","18900","30.7",0.2704,629995554.232131
"7x","E","C","C","2","100","19800","30.8",0.3146,780479773.559108
"7x","E","C","C","2","100","20700","30.8",0.3712,973181285.185961
"7x","E","C","C","2","100","21600","30.8",0.4342,1187672367.0321
"7x","E","C","C","2","100","22500","30.7",0.5023,1419527012.64675
"7x","E","C","C","2","100","23400","30.7",0.562,1622782847.34857
"7x","E","C","C","2","100","24300","30.7",0.6063,1773607528.71022
"7x","E","C","C","2","100","25200","30.7",0.6403,1889364620.5002
"7x","E","C","C","2","100","26100","30.7",0.6737,2003078940.08213
"7x","E","C","C","2","100","27000","30.7",0.7041,2106579398.62376
"7x","E","C","C","2","100","27900","30.7",0.7173,2151520387.20104
"7x","E","C","C","2","100","28800","30.7",0.7368,2217910483.96295
"7x","E","C","C","2","100","29700","30.7",0.7514,2267617941.0257
"7x","E","C","C","2","100","30600","30.7",0.7715,2336050809.99566
"7x","E","C","C","2","100","31500","30.7",0.7937,2411633381.69383
"7x","E","C","C","2","100","32400","30.7",0.818,2494365656.1202
"7x","E","C","C","2","100","33300","30.7",0.8436,2581523936.99736
"7x","E","C","C","2","100","34200","30.7",0.8636,2649616343.93264
"7x","E","C","C","2","100","35100","30.7",0.8896,2738136472.94851
"7x","E","C","C","2","100","36000","30.7",0.9157,2826997063.99906
"7x","E","C","C","2","100","36900","30.7",0.9397,2908707952.3214
"7x","E","C","C","2","100","37800","30.7",0.9667,3000632701.68403
"7x","E","C","C","2","100","38700","30.7",0.9982,3107878242.6071
"7x","E","C","C","2","100","39600","30.7",1.0245,3197419757.727
"7x","E","C","C","2","100","40500","30.7",1.0526,3293089589.47107
"7x","E","C","C","2","100","41400","30.7",1.0772,3376843250.00147
"7x","E","C","C","2","100","42300","30.7",1.1053,3472513081.74555
"7x","E","C","C","2","100","43200","30.7",1.1344,3571587533.83639
"7x","E","C","C","2","100","44100","30.7",1.1588,3654660270.29743
"7x","E","C","C","2","100","45000","30.7",1.1849,3743520861.34798
"7x","E","C","C","2","100","45900","30.7",1.2058,3814677426.59535
"7x","E","C","C","2","100","46800","30.7",1.2241,3876981978.94113
"7x","E","C","C","2","100","47700","30.7",1.2428,3940648379.42562
"7x","E","C","C","2","100","48600","30.7",1.259,3995803229.0432
"7x","E","C","C","2","100","49500","30.7",1.2766,4055724547.14625
"7x","E","C","C","2","100","50400","30.7",1.2913,4105772466.24369
"7x","E","C","C","2","100","51300","30.7",1.3086,4164672398.24271
"7x","E","C","C","2","100","52200","30.7",1.3192,4200761373.91841
"7x","E","C","C","2","100","53100","30.7",1.3269,4226976950.58849
"7x","E","C","C","2","100","54000","30.7",1.3364,4259320843.88275
"7x","E","C","C","2","100","54900","30.7",1.3485,4300516750.0786
"7x","E","C","C","2","100","55800","30.7",1.3626,4348521896.96797
"7x","E","C","C","2","100","56700","30.7",1.3689,4369971005.15259
"7x","E","C","C","2","100","57600","30.7",1.3864,4429551861.22096
"7x","E","C","C","2","100","58500","30.7",1.3957,4461214830.44586
